index_id,index_name,trade_date,open_value,close_value,daily_change,daily_return_pct
283,Nifty_50,2024-07-29,16111.38,16426.07,314.69,1.9532156773659395
284,Nifty_50,2024-07-30,16426.07,16190.29,-235.78,-1.4354011641250697
285,Nifty_50,2024-07-31,16190.29,16612.8,422.51,2.609650599217175
286,Nifty_50,2024-08-01,16612.8,16231.95,-380.85,-2.292509390349601
287,Nifty_50,2024-08-02,16231.95,16210.5,-21.45,-0.13214678458226353
288,Nifty_50,2024-08-05,16210.5,16333.05,122.55,0.7559914869991627
289,Nifty_50,2024-08-06,16333.05,16396.29,63.24,0.38719039003738803
290,Nifty_50,2024-08-07,16396.29,16281.97,-114.32,-0.6972308979653417
291,Nifty_50,2024-08-08,16281.97,16249.45,-32.52,-0.19973013093623573
292,Nifty_50,2024-08-09,16249.45,16161.44,-88.01,-0.5416183316973818
293,Nifty_50,2024-08-12,16161.44,16055.22,-106.22,-0.6572434139532193
294,Nifty_50,2024-08-13,16055.22,16226.94,171.71,1.0695586855863775
295,Nifty_50,2024-08-14,16226.94,16304.57,77.63,0.47840196611313773
296,Nifty_50,2024-08-15,16304.57,16177.15,-127.42,-0.781498684111265
297,Nifty_50,2024-08-16,16177.15,16359.87,182.72,1.1294943794178898
298,Nifty_50,2024-08-19,16359.87,16428.38,68.51,0.418768608797015
299,Nifty_50,2024-08-20,16428.38,16596.84,168.46,1.0254206440318467
300,Nifty_50,2024-08-21,16596.84,16730.54,133.7,0.805575037175756
301,Nifty_50,2024-08-22,16730.54,16572.47,-158.07,-0.9447991517309048
302,Nifty_50,2024-08-23,16572.47,16469.36,-103.12,-0.6221764166717488
303,Nifty_50,2024-08-26,16469.36,16625.28,155.92,0.9467277416972989
304,Nifty_50,2024-08-27,16625.28,16755.36,130.08,0.7824229125765205
305,Nifty_50,2024-08-28,16755.36,16759.54,4.18,0.024947240763554413
306,Nifty_50,2024-08-29,16759.54,16791.51,31.98,0.19075702555080584
307,Nifty_50,2024-08-30,16791.51,17057.36,265.84,1.5832405781255066
308,Nifty_50,2024-09-02,17057.36,16944.8,-112.56,-0.6598910968637661
309,Nifty_50,2024-09-03,16944.8,17064.52,119.72,0.7065294367593667
310,Nifty_50,2024-09-04,17064.52,17031.64,-32.87,-0.1926804855923344
311,Nifty_50,2024-09-05,17031.64,16995.67,-35.97,-0.21119516382451228
312,Nifty_50,2024-09-06,16995.67,17228.26,232.59,1.3685250419665724
313,Nifty_50,2024-09-09,17228.26,17407.52,179.26,1.0404997370599356
314,Nifty_50,2024-09-10,17407.52,17586.16,178.64,1.02622314953537
315,Nifty_50,2024-09-11,17586.16,17870.45,284.29,1.6165552912062717
316,Nifty_50,2024-09-12,17870.45,17883.89,13.44,0.07520795503190289
317,Nifty_50,2024-09-13,17883.89,18039.19,155.29,0.8683793067391898
318,Nifty_50,2024-09-16,18039.19,17981.04,-58.14,-0.3223537198732195
319,Nifty_50,2024-09-17,17981.04,18059.98,78.94,0.4390179878360689
320,Nifty_50,2024-09-18,18059.98,18040.8,-19.17,-0.10620166799741912
321,Nifty_50,2024-09-19,18040.8,18070.82,30.02,0.1664006030774713
322,Nifty_50,2024-09-20,18070.82,18208.92,138.1,0.7642154589553686
323,Nifty_50,2024-09-23,18208.92,18039.24,-169.68,-0.9318509829248339
324,Nifty_50,2024-09-24,18039.24,18501.2,461.96,2.560861765795006
325,Nifty_50,2024-09-25,18501.2,18287.1,-214.1,-1.157222234233467
326,Nifty_50,2024-09-26,18287.1,18029.79,-257.3,-1.4070574339288224
327,Nifty_50,2024-09-27,18029.79,18289.37,259.58,1.4397283606741849
328,Nifty_50,2024-09-30,18289.37,18472.27,182.89,1.0000344462384514
329,Nifty_50,2024-10-01,18472.27,18619.85,147.58,0.7989272569099417
330,Nifty_50,2024-10-02,18619.85,18769.56,149.71,0.8040344041439795
331,Nifty_50,2024-10-03,18769.56,18776.18,6.63,0.03526987313500679
332,Nifty_50,2024-10-04,18776.18,18583.41,-192.78,-1.0266731571597654
333,Nifty_50,2024-10-07,18583.41,18609.6,26.2,0.14093215400186881
334,Nifty_50,2024-10-08,18609.6,18467.69,-141.92,-0.7625634081334358
335,Nifty_50,2024-10-09,18467.69,18693.02,225.33,1.2201309422023099
336,Nifty_50,2024-10-10,18693.02,18669.38,-23.64,-0.12646431662727273
337,Nifty_50,2024-10-11,18669.38,18493.77,-175.6,-0.9406311296893661
338,Nifty_50,2024-10-14,18493.77,18431.7,-62.08,-0.33562653801793635
339,Nifty_50,2024-10-15,18431.7,18532.25,100.55,0.545527542223448
340,Nifty_50,2024-10-16,18532.25,18416.15,-116.1,-0.6264754684401438
341,Nifty_50,2024-10-17,18416.15,18243.65,-172.5,-0.936677861550867
342,Nifty_50,2024-10-18,18243.65,18306.12,62.47,0.342420513438909
343,Nifty_50,2024-10-21,18306.12,18369.09,62.97,0.34398332360981554
344,Nifty_50,2024-10-22,18369.09,18266.53,-102.56,-0.5583292367776591
345,Nifty_50,2024-10-23,18266.53,18172.41,-94.12,-0.515259329494978
346,Nifty_50,2024-10-24,18172.41,18232.1,59.69,0.32846496419571586
347,Nifty_50,2024-10-25,18232.1,17924.39,-307.7,-1.6877375617729125
348,Nifty_50,2024-10-28,17924.39,17630.62,-293.77,-1.6389400141371642
349,Nifty_50,2024-10-29,17630.62,17487.44,-143.18,-0.812109840720294
350,Nifty_50,2024-10-30,17487.44,17451.39,-36.05,-0.20614795533250876
