price_id,company_id,trade_date,open_price,high_price,low_price,close_price,volume,price_change,daily_return_pct
41,1,2023-08-24,1158.92,1159.39,1118.96,1125.61,3391046,-33.31000000000017,-2.8742277292651925
42,1,2023-08-25,1125.61,1125.8,1101.44,1107.11,1140213,-18.5,-1.6435532733362357
43,1,2023-08-28,1107.11,1114.76,1068.84,1072.99,4684282,-34.11999999999989,-3.0818979143897076
44,1,2023-08-29,1072.99,1089.23,1069.33,1087.73,576232,14.740000000000009,1.3737313488476135
45,1,2023-08-30,1087.73,1122.51,1081.7,1113.41,2652956,25.680000000000064,2.360879997793576
46,1,2023-08-31,1113.41,1116.1,1072.65,1073.65,4487106,-39.75999999999999,-3.5710115770470883
47,1,2023-09-01,1073.65,1085.41,1069.9,1081.74,3632518,8.089999999999918,0.7535044008755104
48,1,2023-09-04,1081.74,1116.2,1072.15,1106.28,3901578,24.539999999999964,2.268567308225633
49,1,2023-09-05,1106.28,1108.07,1074.71,1084.45,3036081,-21.829999999999927,-1.9732798206602242
50,1,2023-09-06,1084.45,1091.86,1083.35,1091.76,3320873,7.309999999999945,0.674074415602374
51,1,2023-09-07,1091.76,1158.37,1089.31,1150.86,3563774,59.09999999999991,5.41327764343811
52,1,2023-09-08,1150.86,1169.45,1147.12,1166.68,3734992,15.820000000000164,1.3746241940809625
53,1,2023-09-11,1166.68,1207.18,1160.05,1199.29,477437,32.6099999999999,2.795110913018128
54,1,2023-09-12,1199.29,1218.12,1196.11,1213.66,1227508,14.370000000000118,1.1982089402896812
55,1,2023-09-13,1213.66,1224.48,1203.3,1210.94,3976108,-2.7200000000000273,-0.22411548539129797
56,1,2023-09-14,1210.94,1229.08,1203.96,1222.93,2467663,11.990000000000009,0.9901398913240961
57,1,2023-09-15,1222.93,1248.63,1222.63,1245.13,3230906,22.200000000000045,1.8153124054524825
58,1,2023-09-18,1245.13,1247.33,1202.74,1214.16,4770103,-30.970000000000027,-2.487290483724593
59,1,2023-09-19,1214.16,1214.35,1195.09,1206.29,2146638,-7.870000000000118,-0.6481847532450515
60,1,2023-09-20,1206.29,1243.18,1194.67,1231.28,4266517,24.99000000000001,2.071641147651063
61,1,2023-09-21,1231.28,1241.76,1197.22,1201.03,855768,-30.25,-2.4567929309336622
62,1,2023-09-22,1201.03,1207.72,1137.49,1148.24,3483188,-52.789999999999964,-4.395393953523223
63,1,2023-09-25,1148.24,1155.3,1107.72,1118.8,709019,-29.440000000000055,-2.5639239183446016
64,1,2023-09-26,1118.8,1129.61,1108.98,1123.79,3706435,4.990000000000009,0.4460135859849847
65,1,2023-09-27,1123.79,1163.27,1120.49,1159.1,4048712,35.309999999999945,3.1420461118180394
66,1,2023-09-28,1159.1,1204.22,1149.05,1194.54,4567070,35.440000000000055,3.057544646708658
67,1,2023-09-29,1194.54,1222.07,1186.78,1212.39,3512814,17.850000000000136,1.4942990607263162
68,1,2023-10-02,1212.39,1358.64,1201.6,1347.92,1696595,135.52999999999997,11.178746113049428
69,1,2023-10-03,1347.92,1355.71,1317.22,1317.69,2333334,-30.230000000000018,-2.24271470116921
70,1,2023-10-04,1317.69,1324.84,1304.89,1308.64,2958257,-9.049999999999955,-0.6868079745615399
71,1,2023-10-05,1308.64,1310.3,1283.98,1290.72,3852267,-17.920000000000073,-1.3693605575253753
72,1,2023-10-06,1290.72,1334.37,1282.68,1331.5,435883,40.77999999999997,3.1594768811206126
73,1,2023-10-09,1331.5,1340.47,1323.01,1333.26,3633195,1.759999999999991,0.13218174990612025
74,1,2023-10-10,1333.26,1346.27,1301.3,1308.05,1621552,-25.210000000000036,-1.8908539969698361
75,1,2023-10-11,1308.05,1313.8,1281.93,1282.94,136500,-25.1099999999999,-1.919651389472872
76,1,2023-10-12,1282.94,1327.32,1272.21,1314.67,3482911,31.730000000000018,2.4732255600417803
77,1,2023-10-13,1314.67,1316.72,1265.71,1268.88,2750641,-45.789999999999964,-3.4830033392410233
78,1,2023-10-16,1268.88,1277.95,1248.27,1256.57,1406870,-12.310000000000173,-0.9701469012042252
79,1,2023-10-17,1256.57,1339.54,1253.46,1333.94,1786303,77.37000000000012,6.157237559387867
80,1,2023-10-18,1333.94,1384.31,1333.75,1373.9,589202,39.960000000000036,2.9956369851717497
81,1,2023-10-19,1373.9,1398.19,1372.56,1391.59,2463163,17.689999999999827,1.2875755149574077
82,1,2023-10-20,1391.59,1429.6,1389.18,1422.87,2174919,31.279999999999973,2.247788500923402
83,1,2023-10-23,1422.87,1499.72,1422.22,1490.26,1879316,67.3900000000001,4.736202182912009
84,1,2023-10-24,1490.26,1499.59,1421.23,1428.42,4283884,-61.83999999999992,-4.149611477191894
85,1,2023-10-25,1428.42,1429.43,1378.83,1387.74,142291,-40.680000000000064,-2.8479018775990297
86,1,2023-10-26,1387.74,1414.59,1374.7,1406.35,2881616,18.6099999999999,1.3410292994364867
87,1,2023-10-27,1406.35,1477.81,1398.68,1471.07,4707909,64.72000000000003,4.601983858925589
88,1,2023-10-30,1471.07,1476.75,1404.6,1418.23,4527699,-52.83999999999992,-3.5919432793816695
89,1,2023-10-31,1418.23,1430.81,1413.71,1429.8,4225927,11.569999999999936,0.8158056168604483
90,1,2023-11-01,1429.8,1430.13,1392.53,1403.96,1416455,-25.839999999999918,-1.8072457686389647
91,1,2023-11-02,1403.96,1427.43,1391.64,1418.51,3678004,14.549999999999955,1.0363543120886602
92,1,2023-11-03,1418.51,1429.9,1386.07,1389.99,895423,-28.519999999999982,-2.0105603767333315
93,1,2023-11-06,1389.99,1434.19,1384.25,1420.13,1866370,30.1400000000001,2.168360923459888
94,1,2023-11-07,1420.13,1456.5,1415.29,1445.28,4654479,25.149999999999864,1.7709646299986523
95,1,2023-11-08,1445.28,1456.13,1425.31,1436.15,524588,-9.129999999999882,-0.6317115022694483
96,1,2023-11-09,1436.15,1495.31,1428.89,1481.93,4134022,45.77999999999997,3.187689308219891
97,1,2023-11-10,1481.93,1517.14,1481.77,1511.26,4527856,29.329999999999927,1.979175804525175
98,1,2023-11-13,1511.26,1512.63,1492.87,1497.65,4750809,-13.6099999999999,-0.9005730317748037
99,1,2023-11-14,1497.65,1511.35,1490.93,1501.87,1473121,4.2199999999998,0.28177478048942006
100,1,2023-11-15,1501.87,1532.82,1491.76,1527.8,3764348,25.930000000000064,1.7265142788656853
101,1,2023-11-16,1527.8,1556.88,1520.25,1555.47,297218,27.670000000000073,1.8111009294410314
102,1,2023-11-17,1555.47,1592.53,1548.6,1583.82,4439643,28.34999999999991,1.8226002430133597
103,1,2023-11-20,1583.82,1586.09,1534.12,1545.89,3094908,-37.929999999999836,-2.3948428483034587
104,1,2023-11-21,1545.89,1547.45,1530.19,1531.47,3507835,-14.420000000000073,-0.9327959945403665
105,1,2023-11-22,1531.47,1532.77,1495.64,1510.54,1877611,-20.930000000000064,-1.3666607899599772
106,1,2023-11-23,1510.54,1526.35,1498.27,1520.71,4736770,10.170000000000073,0.6732691620215335
107,1,2023-11-24,1520.71,1532.53,1480.7,1489.01,2126867,-31.700000000000045,-2.084552610293879
108,1,2023-11-27,1489.01,1502.51,1478.15,1479.79,2468199,-9.220000000000027,-0.6192033633085088
109,1,2023-11-28,1479.79,1480.63,1477.24,1479.0,596455,-0.7899999999999636,-0.05338595341230605
110,1,2023-11-29,1479.0,1488.6,1455.67,1466.61,2921010,-12.3900000000001,-0.8377281947261731
111,1,2023-11-30,1466.61,1470.8,1449.28,1461.98,1125743,-4.629999999999882,-0.3156940154505889
112,1,2023-12-01,1461.98,1493.27,1461.8,1479.02,4849695,17.039999999999964,1.1655426202820807
113,1,2023-12-04,1479.02,1489.74,1470.83,1488.64,4846819,9.620000000000118,0.6504306905924273
114,1,2023-12-05,1488.64,1496.97,1479.27,1489.18,3481785,0.5399999999999636,0.0362747205502985
115,1,2023-12-06,1489.18,1591.46,1475.76,1582.22,236777,93.03999999999996,6.247733652076979
116,1,2023-12-07,1582.22,1586.66,1532.29,1546.99,4452416,-35.23000000000002,-2.2266182958122145
117,1,2023-12-08,1546.99,1649.84,1544.08,1645.28,2323855,98.28999999999996,6.353628659525916
118,1,2023-12-11,1645.28,1651.09,1597.32,1606.69,397895,-38.58999999999992,-2.345497422931046
119,1,2023-12-12,1606.69,1627.65,1593.62,1622.63,3426808,15.940000000000055,0.992101774455561
120,1,2023-12-13,1622.63,1713.74,1607.84,1710.95,4114460,88.31999999999994,5.443015351620513
121,1,2023-12-14,1710.95,1726.91,1631.16,1645.41,235641,-65.53999999999996,-3.8306204155586054
122,1,2023-12-15,1645.41,1733.31,1639.22,1732.85,4054661,87.43999999999983,5.31417701363185
123,1,2023-12-18,1732.85,1749.66,1632.85,1646.72,4193260,-86.12999999999988,-4.970424445278003
124,1,2023-12-19,1646.72,1719.42,1639.89,1711.4,1374301,64.68000000000006,3.927808006218426
125,1,2023-12-20,1711.4,1724.83,1695.23,1711.66,4249740,0.2599999999999909,0.015192240271122526
126,1,2023-12-21,1711.66,1718.24,1703.95,1714.0,654505,2.339999999999918,0.13670939322061146
127,1,2023-12-22,1714.0,1723.91,1702.48,1719.98,3094459,5.980000000000018,0.3488914819136533
128,1,2023-12-25,1719.98,1751.9,1718.03,1745.65,3361150,25.670000000000073,1.492459214642035
129,1,2023-12-26,1745.65,1833.71,1730.78,1824.22,2764015,78.56999999999994,4.500902242717608
130,1,2023-12-27,1824.22,1840.61,1808.22,1830.34,2023379,6.119999999999891,0.335485851487205
131,1,2023-12-28,1830.34,1877.74,1826.44,1864.61,690493,34.26999999999998,1.872329731088212
132,1,2023-12-29,1864.61,1938.94,1858.07,1938.66,2953689,74.05000000000018,3.9713398512289535
133,1,2024-01-01,1938.66,1956.18,1865.58,1872.1,2574807,-66.56000000000017,-3.433299289199766
134,1,2024-01-02,1872.1,1886.77,1754.35,1761.33,3114212,-110.76999999999998,-5.916884781795844
135,1,2024-01-03,1761.33,1769.42,1657.87,1674.28,2468164,-87.04999999999995,-4.942287930143696
136,1,2024-01-04,1674.28,1679.79,1661.0,1671.58,1208326,-2.7000000000000455,-0.16126334902167172
137,1,2024-01-05,1671.58,1692.44,1665.81,1689.36,4484974,17.779999999999973,1.063664317591738
138,1,2024-01-08,1689.36,1697.37,1632.33,1643.3,869876,-46.059999999999945,-2.726476298716671
139,1,2024-01-09,1643.3,1646.2,1616.58,1618.01,611972,-25.289999999999964,-1.5389764498265663
140,1,2024-01-10,1618.01,1625.47,1577.53,1580.79,1827706,-37.22000000000003,-2.3003566108985747
141,1,2024-01-11,1580.79,1671.56,1568.15,1670.9,3143222,90.11000000000013,5.700314399762153
142,1,2024-01-12,1670.9,1673.98,1656.31,1672.61,4605153,1.709999999999809,0.10234005625709551
143,1,2024-01-15,1672.61,1686.1,1654.69,1667.16,930759,-5.449999999999818,-0.32583806147277716
144,1,2024-01-16,1667.16,1670.65,1650.34,1656.47,2427769,-10.690000000000055,-0.6412102017802763
145,1,2024-01-17,1656.47,1664.14,1571.82,1583.65,193049,-72.81999999999994,-4.396095311113387
146,1,2024-01-18,1583.65,1650.61,1572.36,1646.46,4477082,62.809999999999945,3.9661541375935307
147,1,2024-01-19,1646.46,1795.46,1639.09,1793.54,2667760,147.07999999999993,8.933104964590694
148,1,2024-01-22,1793.54,1856.29,1788.71,1851.8,1892647,58.25999999999999,3.2483245425248386
149,1,2024-01-23,1851.8,1854.02,1800.88,1817.06,2972026,-34.74000000000001,-1.8760125283507945
150,1,2024-01-24,1817.06,1829.4,1746.15,1760.04,2497226,-57.01999999999998,-3.1380361683158497
151,1,2024-01-25,1760.04,1774.34,1746.92,1763.99,2163981,3.9500000000000455,0.22442671757460317
152,1,2024-01-26,1763.99,1766.24,1715.03,1719.91,1821780,-44.07999999999993,-2.4988803791404672
153,1,2024-01-29,1719.91,1772.42,1702.94,1766.13,3032816,46.22000000000003,2.687349919472532
154,1,2024-01-30,1766.13,1868.39,1764.33,1863.97,772767,97.83999999999992,5.5397960512533
155,1,2024-01-31,1863.97,1867.45,1823.57,1828.78,875134,-35.190000000000055,-1.8879059212326406
156,1,2024-02-01,1828.78,1845.18,1801.49,1802.94,2627311,-25.839999999999918,-1.4129638338127013
157,1,2024-02-02,1802.94,1819.12,1795.76,1817.08,4847657,14.139999999999873,0.784274573751754
158,1,2024-02-05,1817.08,1832.81,1799.61,1814.44,1296935,-2.6399999999998727,-0.14528804455499333
159,1,2024-02-06,1814.44,1857.91,1804.33,1840.81,2862347,26.36999999999989,1.4533409757280422
160,1,2024-02-07,1840.81,1845.96,1774.83,1788.6,943348,-52.210000000000036,-2.8362514327931745
161,1,2024-02-08,1788.6,1797.67,1744.75,1748.99,583035,-39.6099999999999,-2.2145812367214526
162,1,2024-02-09,1748.99,1759.67,1652.61,1657.4,2910378,-91.58999999999992,-5.236736630855518
163,1,2024-02-12,1657.4,1666.22,1653.36,1654.22,1689655,-3.1800000000000637,-0.19186677929287219
164,1,2024-02-13,1654.22,1656.44,1595.08,1596.1,4949901,-58.12000000000012,-3.5134383576549744
165,1,2024-02-14,1596.1,1646.88,1585.22,1642.7,3803537,46.600000000000136,2.9196165653781176
166,1,2024-02-15,1642.7,1652.48,1607.58,1615.2,2065086,-27.5,-1.674073172216473
167,1,2024-02-16,1615.2,1655.89,1599.61,1642.24,630243,27.039999999999964,1.674096087171865
168,1,2024-02-19,1642.24,1654.25,1617.25,1632.57,914353,-9.670000000000073,-0.5888298908807527
169,1,2024-02-20,1632.57,1646.07,1618.83,1636.67,707464,4.100000000000136,0.2511377766343947
170,1,2024-02-21,1636.67,1649.69,1625.99,1629.28,826643,-7.3900000000001,-0.4515265753022967
171,1,2024-02-22,1629.28,1658.89,1620.76,1647.93,1800564,18.65000000000009,1.144677403515669
172,1,2024-02-23,1647.93,1662.38,1621.41,1627.8,4084831,-20.13000000000011,-1.2215324680053223
173,1,2024-02-26,1627.8,1635.33,1526.92,1531.54,3740570,-96.25999999999999,-5.913502887332596
174,1,2024-02-27,1531.54,1539.24,1483.29,1486.74,4498877,-44.799999999999955,-2.925160296172477
175,1,2024-02-28,1486.74,1536.32,1477.46,1522.52,593321,35.77999999999997,2.406607745806259
176,1,2024-02-29,1522.52,1536.83,1415.9,1424.84,1681179,-97.68000000000006,-6.415679268581041
177,1,2024-03-01,1424.84,1447.76,1417.24,1438.84,4470523,14.0,0.9825664636029309
178,1,2024-03-04,1438.84,1450.18,1419.34,1421.5,1565493,-17.339999999999918,-1.20513747185232
179,1,2024-03-05,1421.5,1456.23,1413.4,1455.75,3814668,34.25,2.4094266619767852
180,1,2024-03-06,1455.75,1468.51,1414.73,1419.59,4108073,-36.16000000000008,-2.483942984715788
181,1,2024-03-07,1419.59,1430.91,1406.36,1408.47,1153964,-11.11999999999989,-0.783324762783613
182,1,2024-03-08,1408.47,1418.64,1358.62,1368.47,3209326,-40.0,-2.839961092533032
183,1,2024-03-11,1368.47,1388.38,1363.74,1384.89,916172,16.420000000000073,1.1998801581328105
184,1,2024-03-12,1384.89,1473.57,1376.81,1460.3,2010248,75.40999999999985,5.445197813544747
185,1,2024-03-13,1460.3,1490.31,1451.74,1488.03,2534384,27.730000000000018,1.898924878449635
186,1,2024-03-14,1488.03,1497.13,1485.36,1485.63,4361898,-2.3999999999998636,-0.16128707082517582
187,1,2024-03-15,1485.63,1500.72,1471.92,1490.34,3539120,4.709999999999809,0.31703721653438666
188,1,2024-03-18,1490.34,1524.05,1481.75,1521.73,3037508,31.3900000000001,2.106230792973422
189,1,2024-03-19,1521.73,1606.94,1507.64,1592.07,2259688,70.33999999999992,4.6223705913664
190,1,2024-03-20,1592.07,1593.87,1553.01,1568.45,4196101,-23.61999999999989,-1.48360310790354
191,1,2024-03-21,1568.45,1580.28,1562.19,1570.99,283260,2.5399999999999636,0.16194331983805435
192,1,2024-03-22,1570.99,1626.3,1558.38,1620.86,33113,49.86999999999989,3.1744314094933697
193,1,2024-03-25,1620.86,1629.57,1558.79,1573.27,1738266,-47.58999999999992,-2.9360956529249855
194,1,2024-03-26,1573.27,1578.72,1486.68,1497.73,2266567,-75.53999999999996,-4.80146446573061
195,1,2024-03-27,1497.73,1499.84,1483.82,1486.45,2496855,-11.279999999999973,-0.7531397514905873
196,1,2024-03-28,1486.45,1492.67,1408.61,1421.62,1818345,-64.83000000000015,-4.36139796158634
197,1,2024-03-29,1421.62,1498.08,1412.18,1497.88,898399,76.26000000000022,5.364302696923244
198,1,2024-04-01,1497.88,1561.71,1495.66,1546.84,2078974,48.95999999999981,3.2686196491040542
199,1,2024-04-02,1546.84,1663.45,1535.24,1662.34,1057428,115.5,7.466835613250239
200,1,2024-04-03,1662.34,1680.15,1658.93,1665.19,961531,2.8500000000001364,0.17144507140537654
201,1,2024-04-04,1665.19,1674.6,1662.52,1663.61,3879882,-1.5800000000001546,-0.09488406728362256
202,1,2024-04-05,1663.61,1671.15,1628.79,1637.38,2209406,-26.22999999999979,-1.5766916524906556
203,1,2024-04-08,1637.38,1699.21,1634.4,1696.58,4310310,59.19999999999982,3.6155321305988726
204,1,2024-04-09,1696.58,1712.63,1588.56,1594.52,1361015,-102.05999999999995,-6.015631446792957
205,1,2024-04-10,1594.52,1594.92,1540.73,1543.14,3582701,-51.37999999999988,-3.2222863306825804
206,1,2024-04-11,1543.14,1632.28,1542.72,1621.59,1117641,78.44999999999982,5.083790194019973
207,1,2024-04-12,1621.59,1655.87,1619.9,1655.54,4001581,33.950000000000045,2.093624159004437
208,1,2024-04-15,1655.54,1658.5,1590.86,1601.31,1198532,-54.23000000000002,-3.2756683619846108
209,1,2024-04-16,1601.31,1612.88,1576.54,1590.15,4152797,-11.159999999999854,-0.6969293890626959
210,1,2024-04-17,1590.15,1596.46,1562.34,1572.85,1032871,-17.300000000000182,-1.0879476778920343
211,1,2024-04-18,1572.85,1600.13,1571.51,1599.92,1047352,27.070000000000164,1.7210795689353824
212,1,2024-04-19,1599.92,1600.34,1582.67,1585.55,2919377,-14.370000000000118,-0.8981699084954321
213,1,2024-04-22,1585.55,1641.37,1580.13,1628.06,1304522,42.50999999999999,2.681088581249408
214,1,2024-04-23,1628.06,1634.24,1609.76,1619.32,1347637,-8.740000000000009,-0.5368352517720483
215,1,2024-04-24,1619.32,1628.26,1552.36,1559.16,1479384,-60.159999999999854,-3.715139688264201
216,1,2024-04-25,1559.16,1654.09,1547.26,1638.55,709164,79.38999999999987,5.091844326432173
217,1,2024-04-26,1638.55,1653.21,1623.67,1636.76,2131815,-1.7899999999999636,-0.10924292819871005
218,1,2024-04-29,1636.76,1689.53,1632.36,1689.15,2712754,52.3900000000001,3.2008357975512656
219,1,2024-04-30,1689.15,1691.51,1609.53,1623.08,4922166,-66.07000000000016,-3.9114347452861
220,1,2024-05-01,1623.08,1666.8,1620.29,1658.08,1368813,35.0,2.1563940163146613
221,1,2024-05-02,1658.08,1672.07,1648.89,1667.5,3260587,9.420000000000073,0.568126990253792
222,1,2024-05-03,1667.5,1681.34,1616.82,1620.17,64869,-47.32999999999993,-2.838380809595198
223,1,2024-05-06,1620.17,1642.01,1609.39,1632.2,885102,12.029999999999973,0.7425146743860195
224,1,2024-05-07,1632.2,1694.09,1625.37,1678.74,1921861,46.539999999999964,2.8513662541355203
225,1,2024-05-08,1678.74,1681.53,1636.14,1648.31,423165,-30.430000000000064,-1.8126690255787115
226,1,2024-05-09,1648.31,1659.51,1644.26,1649.56,1952585,1.25,0.07583524943730245
227,1,2024-05-10,1649.56,1661.42,1600.6,1605.37,2836359,-44.190000000000055,-2.678896190499288
228,1,2024-05-13,1605.37,1613.01,1532.17,1542.41,4684780,-62.95999999999981,-3.921837333449598
229,1,2024-05-14,1542.41,1542.89,1500.05,1504.0,2979438,-38.41000000000008,-2.49025875091578
230,1,2024-05-15,1504.0,1535.35,1496.53,1534.56,2988245,30.559999999999945,2.0319148936170173
231,1,2024-05-16,1534.56,1587.42,1533.4,1585.73,3643661,51.17000000000007,3.334506307997086
232,1,2024-05-17,1585.73,1593.58,1542.68,1553.37,2179788,-32.36000000000013,-2.0407004975626446
233,1,2024-05-20,1553.37,1597.95,1542.58,1585.27,1368004,31.90000000000009,2.0535995931426574
234,1,2024-05-21,1585.27,1594.63,1553.77,1559.4,466994,-25.86999999999989,-1.6318986671040197
235,1,2024-05-22,1559.4,1562.29,1547.6,1556.03,4365999,-3.3700000000001182,-0.21610875977940988
236,1,2024-05-23,1556.03,1595.65,1543.48,1584.06,3297328,28.029999999999973,1.8013791507875794
237,1,2024-05-24,1584.06,1626.43,1576.3,1622.38,1113835,38.320000000000164,2.4191002866053157
238,1,2024-05-27,1622.38,1660.24,1607.07,1644.0,206739,21.61999999999989,1.3326101160024095
239,1,2024-05-28,1644.0,1667.5,1634.66,1664.49,4578286,20.49000000000001,1.2463503649635044
240,1,2024-05-29,1664.49,1675.09,1652.88,1674.52,1493771,10.029999999999973,0.6025869785940422
241,1,2024-05-30,1674.52,1688.96,1658.47,1672.6,1602311,-1.9200000000000728,-0.11465972338342167
242,1,2024-05-31,1672.6,1719.81,1671.98,1705.67,2985386,33.070000000000164,1.9771613057515343
243,1,2024-06-03,1705.67,1706.98,1672.44,1684.17,1705976,-21.5,-1.2605017383198391
244,1,2024-06-04,1684.17,1696.37,1667.97,1669.06,1583298,-15.110000000000127,-0.8971778383417426
245,1,2024-06-05,1669.06,1744.68,1658.61,1739.13,4431028,70.07000000000016,4.1981714258325145
246,1,2024-06-06,1739.13,1759.82,1735.08,1749.05,131759,9.919999999999845,0.5704001426000267
247,1,2024-06-07,1749.05,1769.69,1735.08,1753.23,4989691,4.180000000000064,0.23898687859123888
248,1,2024-06-10,1753.23,1813.77,1739.78,1807.43,2015635,54.200000000000045,3.0914369478049113
249,1,2024-06-11,1807.43,1944.83,1789.64,1927.98,3843684,120.54999999999995,6.669691219023694
250,1,2024-06-12,1927.98,1936.04,1899.65,1907.69,3690535,-20.289999999999964,-1.0523968090955282
251,1,2024-06-13,1907.69,1914.45,1879.02,1884.43,1488577,-23.25999999999999,-1.2192756684786306
252,1,2024-06-14,1884.43,1888.83,1868.24,1869.02,99190,-15.410000000000082,-0.8177539096703025
253,1,2024-06-17,1869.02,1876.21,1854.45,1867.14,1099086,-1.8799999999998818,-0.10058747364928582
254,1,2024-06-18,1867.14,1897.69,1852.46,1879.83,456160,12.689999999999827,0.6796490889809991
255,1,2024-06-19,1879.83,1951.78,1871.04,1933.52,3070922,53.690000000000055,2.856109329035075
256,1,2024-06-20,1933.52,1936.75,1902.47,1921.51,1166041,-12.009999999999991,-0.6211469237452931
257,1,2024-06-21,1921.51,1942.53,1911.66,1930.79,1161042,9.279999999999973,0.4829535105203706
258,1,2024-06-24,1930.79,1961.84,1926.53,1958.38,940326,27.590000000000146,1.4289487722642102
259,1,2024-06-25,1958.38,1959.51,1903.53,1922.16,4420091,-36.22000000000003,-1.8494878419918517
260,1,2024-06-26,1922.16,2006.92,1903.04,1988.47,877737,66.30999999999995,3.4497648478794662
261,1,2024-06-27,1988.47,2084.84,1985.41,2070.43,4081007,81.95999999999981,4.121761957686051
262,1,2024-06-28,2070.43,2075.08,2031.59,2036.14,2689502,-34.289999999999736,-1.6561777022164352
263,1,2024-07-01,2036.14,2129.51,2018.28,2127.57,1335344,91.43000000000006,4.490359209091715
264,1,2024-07-02,2127.57,2241.32,2108.66,2238.42,4778700,110.84999999999991,5.2101693481295515
265,1,2024-07-03,2238.42,2271.78,2226.09,2256.99,444063,18.56999999999971,0.8296030235612489
266,1,2024-07-04,2256.99,2288.2,2248.58,2278.89,1306171,21.90000000000009,0.9703188760251527
